,IUI Number,Date,IUI ART Number,ICI Number,ICI ART Number,ID
2934,,2022-03-08,,,6.0,6283
3375,0.0,2022-03-09,0.0,0.0,1.0,6283
3730,,2022-03-10,,,1.0,6283
4083,0.0,2022-03-11,0.0,0.0,1.0,6283
4437,,2022-03-12,,,1.0,6283
4789,,2022-03-13,,,1.0,6283
5140,,2022-03-14,,,1.0,6283
5493,0.0,2022-03-15,0.0,0.0,1.0,6283
5844,0.0,2022-03-16,0.0,0.0,1.0,6283
6194,,2022-03-17,,,1.0,6283
6553,,2022-03-18,,,1.0,6283
6906,,2022-03-19,,,1.0,6283
7258,,2022-03-20,,,1.0,6283
7611,,2022-03-21,,,1.0,6283
7962,,2022-03-22,,,1.0,6283
8313,,2022-03-23,,,1.0,6283
8666,,2022-03-24,,,1.0,6283
9016,,2022-03-25,,,1.0,6283
9368,0.0,2022-03-26,0.0,0.0,1.0,6283
9720,0.0,2022-03-27,0.0,0.0,1.0,6283
10074,,2022-03-28,,,1.0,6283
10424,,2022-03-29,,,1.0,6283
10774,,2022-03-30,,,1.0,6283
11122,,2022-03-31,,,1.0,6283
11476,,2022-04-01,,,1.0,6283
12171,,2022-04-03,,,1.0,6283
12519,,2022-04-04,,,1.0,6283
12868,,2022-04-05,,,1.0,6283
13238,,2022-04-06,,,,6283
187,0.0,2022-02-28,0.0,0.0,0.0,6288
541,0.0,2022-03-01,0.0,0.0,0.0,6288
896,0.0,2022-03-02,0.0,0.0,0.0,6288
1254,0.0,2022-03-03,0.0,0.0,0.0,6288
1612,0.0,2022-03-04,0.0,0.0,0.0,6288
1972,0.0,2022-03-05,0.0,0.0,0.0,6288
2329,0.0,2022-03-06,0.0,0.0,0.0,6288
2688,0.0,2022-03-07,0.0,0.0,0.0,6288
3045,0.0,2022-03-08,0.0,0.0,0.0,6288
3403,0.0,2022-03-09,0.0,0.0,0.0,6288
3757,0.0,2022-03-10,0.0,0.0,0.0,6288
4109,0.0,2022-03-11,0.0,0.0,0.0,6288
4460,0.0,2022-03-12,0.0,0.0,0.0,6288
4812,0.0,2022-03-13,0.0,0.0,0.0,6288
5163,0.0,2022-03-14,0.0,0.0,0.0,6288
5867,,2022-03-16,,,,6288
6220,,2022-03-17,,,,6288
6579,,2022-03-18,,,,6288
6932,,2022-03-19,,,,6288
7282,,2022-03-20,,,,6288
7635,,2022-03-21,,,,6288
7987,,2022-03-22,,,,6288
8335,,2022-03-23,,,,6288
8688,,2022-03-24,,,,6288
9040,,2022-03-25,,,,6288
9393,,2022-03-26,,,,6288
9745,,2022-03-27,,,,6288
10099,,2022-03-28,,,,6288
10447,,2022-03-29,,,,6288
10798,,2022-03-30,,,,6288
11149,,2022-03-31,,,,6288
11500,,2022-04-01,,,,6288
11847,,2022-04-02,,,,6288
12195,,2022-04-03,,,,6288
12543,,2022-04-04,,,,6288
12892,,2022-04-05,,,,6288
13237,,2022-04-06,,,,6288
13587,,2022-04-07,,,,6288
13941,,2022-04-08,,,,6288
14290,,2022-04-09,,,,6288
14647,,2022-04-10,,,,6288
15003,,2022-04-11,,,,6288
15355,,2022-04-12,,,,6288
15712,,2022-04-13,,,,6288
16062,,2022-04-14,,,,6288
16412,,2022-04-15,,,,6288
16760,,2022-04-16,,,,6288
17110,,2022-04-17,,,,6288
17460,,2022-04-18,,,,6288
17811,,2022-04-19,,,,6288
18163,,2022-04-20,,,,6288
18514,,2022-04-21,,,,6288
40,,2022-02-28,0.0,6.0,10.0,6289
394,,2022-03-01,0.0,6.0,10.0,6289
751,,2022-03-02,0.0,6.0,10.0,6289
1109,,2022-03-03,0.0,6.0,10.0,6289
1467,,2022-03-04,0.0,6.0,10.0,6289
1823,,2022-03-05,0.0,6.0,10.0,6289
2179,,2022-03-06,0.0,6.0,10.0,6289
2536,,2022-03-07,0.0,6.0,10.0,6289
2891,,2022-03-08,0.0,6.0,10.0,6289
3248,,2022-03-09,0.0,6.0,10.0,6289
3604,,2022-03-10,0.0,6.0,10.0,6289
3957,,2022-03-11,0.0,6.0,10.0,6289
4309,,2022-03-12,0.0,6.0,10.0,6289
4661,,2022-03-13,0.0,6.0,10.0,6289
5012,,2022-03-14,0.0,6.0,10.0,6289
5359,1.0,2022-03-15,0.0,6.0,10.0,6289
5710,1.0,2022-03-16,0.0,6.0,10.0,6289
6059,1.0,2022-03-17,0.0,6.0,10.0,6289
6416,1.0,2022-03-18,0.0,6.0,10.0,6289
6769,1.0,2022-03-19,0.0,6.0,10.0,6289
7122,1.0,2022-03-20,0.0,6.0,10.0,6289
7475,1.0,2022-03-21,0.0,6.0,10.0,6289
7829,1.0,2022-03-22,0.0,6.0,10.0,6289
8182,1.0,2022-03-23,0.0,6.0,10.0,6289
8534,1.0,2022-03-24,0.0,6.0,10.0,6289
8885,1.0,2022-03-25,0.0,6.0,10.0,6289
9236,1.0,2022-03-26,0.0,6.0,10.0,6289
9589,1.0,2022-03-27,0.0,6.0,10.0,6289
9943,1.0,2022-03-28,0.0,6.0,10.0,6289
10297,1.0,2022-03-29,0.0,6.0,10.0,6289
10649,1.0,2022-03-30,0.0,6.0,10.0,6289
11000,1.0,2022-03-31,0.0,6.0,10.0,6289
11351,1.0,2022-04-01,0.0,6.0,10.0,6289
11700,1.0,2022-04-02,0.0,6.0,10.0,6289
12048,1.0,2022-04-03,0.0,6.0,10.0,6289
12396,1.0,2022-04-04,0.0,6.0,10.0,6289
12743,1.0,2022-04-05,0.0,6.0,10.0,6289
13090,1.0,2022-04-06,0.0,6.0,10.0,6289
13440,1.0,2022-04-07,0.0,6.0,10.0,6289
13791,1.0,2022-04-08,0.0,6.0,10.0,6289
14122,7.0,2022-04-09,1.0,10.0,10.0,6289
14477,7.0,2022-04-10,1.0,10.0,10.0,6289
14834,7.0,2022-04-11,1.0,10.0,10.0,6289
15188,7.0,2022-04-12,1.0,10.0,10.0,6289
15541,7.0,2022-04-13,1.0,10.0,10.0,6289
15892,7.0,2022-04-14,1.0,10.0,10.0,6289
16243,7.0,2022-04-15,1.0,10.0,10.0,6289
16593,7.0,2022-04-16,1.0,10.0,10.0,6289
16943,7.0,2022-04-17,1.0,10.0,10.0,6289
17293,7.0,2022-04-18,1.0,10.0,10.0,6289
17642,7.0,2022-04-19,1.0,10.0,10.0,6289
17994,7.0,2022-04-20,1.0,10.0,10.0,6289
18343,7.0,2022-04-21,1.0,10.0,10.0,6289
185,0.0,2022-02-28,0.0,0.0,0.0,6292
540,0.0,2022-03-01,0.0,0.0,0.0,6293
894,0.0,2022-03-02,0.0,0.0,0.0,6293
1251,0.0,2022-03-03,0.0,0.0,0.0,6293
1609,0.0,2022-03-04,0.0,0.0,0.0,6293
1969,,2022-03-05,,,,6293
2326,,2022-03-06,,,,6293
2685,,2022-03-07,,,,6293
2933,,2022-03-08,,9.0,,6293
3400,,2022-03-09,,,,6293
3755,,2022-03-10,,,,6293
4108,,2022-03-11,,,,6293
4459,,2022-03-12,,,,6293
4810,,2022-03-13,,,,6293
5161,,2022-03-14,,,,6293
5387,1.0,2022-03-15,10.0,1.0,,6293
5866,,2022-03-16,,,,6293
6219,,2022-03-17,,,,6293
6578,,2022-03-18,,,,6293
6931,,2022-03-19,,,,6293
7281,,2022-03-20,,,,6293
7634,,2022-03-21,,,,6293
7985,,2022-03-22,,,,6293
8333,,2022-03-23,,,,6293
8686,,2022-03-24,,,,6293
9037,,2022-03-25,,,,6293
9390,,2022-03-26,,,,6293
9742,,2022-03-27,,,,6293
10096,,2022-03-28,,,,6293
10445,,2022-03-29,,,,6293
10796,,2022-03-30,,,,6293
11147,,2022-03-31,,,,6293
11498,,2022-04-01,,,,6293
11845,,2022-04-02,,,,6293
12193,,2022-04-03,,,,6293
12541,,2022-04-04,,,,6293
12890,,2022-04-05,,,,6293
13235,,2022-04-06,,,,6293
13585,,2022-04-07,,,,6293
13939,,2022-04-08,,,,6293
14288,,2022-04-09,,,,6293
14646,,2022-04-10,,,,6293
15002,,2022-04-11,,,,6293
15353,,2022-04-12,,,,6293
15710,,2022-04-13,,,,6293
16060,,2022-04-14,,,,6293
16410,,2022-04-15,,,,6293
16758,,2022-04-16,,,,6293
17108,,2022-04-17,,,,6293
17458,,2022-04-18,,,,6293
17808,,2022-04-19,,,,6293
18160,,2022-04-20,,,,6293
18511,,2022-04-21,,,,6293
28,10.0,2022-02-28,6.0,1.0,1.0,6294
382,10.0,2022-03-01,6.0,1.0,1.0,6294
739,10.0,2022-03-02,6.0,1.0,1.0,6294
1097,10.0,2022-03-03,6.0,1.0,1.0,6294
1454,10.0,2022-03-04,6.0,1.0,1.0,6294
1811,10.0,2022-03-05,6.0,1.0,1.0,6294
2168,10.0,2022-03-06,6.0,1.0,1.0,6294
2525,10.0,2022-03-07,6.0,1.0,1.0,6294
2906,10.0,2022-03-08,1.0,1.0,1.0,6294
3263,10.0,2022-03-09,1.0,1.0,1.0,6294
3620,10.0,2022-03-10,1.0,1.0,1.0,6294
3972,10.0,2022-03-11,1.0,1.0,1.0,6294
4325,10.0,2022-03-12,1.0,1.0,1.0,6294
4677,10.0,2022-03-13,1.0,1.0,1.0,6294
5028,10.0,2022-03-14,1.0,1.0,1.0,6294
5378,10.0,2022-03-15,1.0,1.0,1.0,6294
5727,10.0,2022-03-16,1.0,1.0,1.0,6294
6082,10.0,2022-03-17,1.0,0.0,1.0,6294
6449,10.0,2022-03-18,1.0,0.0,0.0,6294
6801,10.0,2022-03-19,1.0,0.0,0.0,6294
7153,10.0,2022-03-20,1.0,0.0,0.0,6294
7506,10.0,2022-03-21,1.0,0.0,0.0,6294
7858,10.0,2022-03-22,1.0,0.0,0.0,6294
8212,10.0,2022-03-23,1.0,0.0,0.0,6294
8564,10.0,2022-03-24,1.0,0.0,0.0,6294
8914,10.0,2022-03-25,1.0,0.0,0.0,6294
9211,10.0,2022-03-26,1.0,10.0,10.0,6294
9565,10.0,2022-03-27,1.0,10.0,10.0,6294
9920,10.0,2022-03-28,1.0,10.0,10.0,6294
10274,10.0,2022-03-29,1.0,10.0,10.0,6294
10626,10.0,2022-03-30,1.0,10.0,10.0,6294
10976,10.0,2022-03-31,1.0,10.0,10.0,6294
11328,10.0,2022-04-01,1.0,10.0,10.0,6294
11678,10.0,2022-04-02,1.0,10.0,10.0,6294
12026,10.0,2022-04-03,1.0,10.0,10.0,6294
12374,10.0,2022-04-04,1.0,10.0,10.0,6294
12722,10.0,2022-04-05,1.0,10.0,10.0,6294
13069,10.0,2022-04-06,1.0,10.0,10.0,6294
13416,10.0,2022-04-07,1.0,10.0,10.0,6294
13767,10.0,2022-04-08,1.0,10.0,10.0,6294
14120,10.0,2022-04-09,1.0,10.0,10.0,6294
14475,10.0,2022-04-10,1.0,10.0,10.0,6294
14832,10.0,2022-04-11,1.0,10.0,10.0,6294
15186,10.0,2022-04-12,1.0,10.0,10.0,6294
15539,10.0,2022-04-13,1.0,10.0,10.0,6294
15890,10.0,2022-04-14,1.0,10.0,10.0,6294
16241,10.0,2022-04-15,1.0,10.0,10.0,6294
16591,10.0,2022-04-16,1.0,10.0,10.0,6294
16941,10.0,2022-04-17,1.0,10.0,10.0,6294
17291,10.0,2022-04-18,1.0,10.0,10.0,6294
17640,10.0,2022-04-19,1.0,10.0,10.0,6294
17992,10.0,2022-04-20,1.0,10.0,10.0,6294
18341,10.0,2022-04-21,1.0,10.0,10.0,6294
126,1.0,2022-02-28,1.0,,1.0,6296
480,1.0,2022-03-01,1.0,,1.0,6296
851,,2022-03-02,1.0,,1.0,6296
1206,,2022-03-03,1.0,,1.0,6296
1563,,2022-03-04,1.0,,1.0,6296
1921,,2022-03-05,1.0,,1.0,6296
2298,,2022-03-06,,,1.0,6296
2658,,2022-03-07,,,1.0,6296
3014,,2022-03-08,,,1.0,6296
3369,,2022-03-09,,,1.0,6296
3723,,2022-03-10,,,1.0,6296
4077,,2022-03-11,,,1.0,6296
4431,,2022-03-12,,,1.0,6296
4782,,2022-03-13,,,1.0,6296
5133,,2022-03-14,,,1.0,6296
5491,,2022-03-15,,,1.0,6296
5838,,2022-03-16,,,1.0,6296
6187,,2022-03-17,,,1.0,6296
6546,,2022-03-18,,,1.0,6296
6898,,2022-03-19,,,1.0,6296
7250,,2022-03-20,,,1.0,6296
7603,,2022-03-21,,,1.0,6296
7954,,2022-03-22,,,1.0,6296
8306,,2022-03-23,,,1.0,6296
8658,,2022-03-24,,,1.0,6296
9008,,2022-03-25,,,1.0,6296
9259,6.0,2022-03-26,1.0,,1.0,6296
9613,6.0,2022-03-27,1.0,,1.0,6296
9967,6.0,2022-03-28,1.0,,1.0,6296
10376,1.0,2022-03-29,1.0,,1.0,6296
10728,1.0,2022-03-30,1.0,,1.0,6296
11091,1.0,2022-03-31,1.0,,,6296
11444,1.0,2022-04-01,1.0,,,6296
11790,1.0,2022-04-02,1.0,,,6296
12138,1.0,2022-04-03,1.0,,,6296
12486,1.0,2022-04-04,1.0,,,6296
12833,1.0,2022-04-05,1.0,,,6296
13179,1.0,2022-04-06,1.0,,,6296
13558,1.0,2022-04-07,,,,6296
13912,1.0,2022-04-08,,,,6296
14287,,2022-04-09,,,,6296
14644,,2022-04-10,,,,6296
15000,,2022-04-11,,,,6296
15352,,2022-04-12,,,,6296
15709,,2022-04-13,,,,6296
16059,,2022-04-14,,,,6296
16409,,2022-04-15,,,,6296
16757,,2022-04-16,,,,6296
17107,,2022-04-17,,,,6296
17457,,2022-04-18,,,,6296
17807,,2022-04-19,,,,6296
18159,,2022-04-20,,,,6296
18510,,2022-04-21,,,,6296
139,1.0,2022-02-28,1.0,0.0,0.0,6299
495,1.0,2022-03-01,1.0,0.0,0.0,6299
850,1.0,2022-03-02,1.0,0.0,0.0,6299
1205,1.0,2022-03-03,1.0,0.0,0.0,6299
1562,1.0,2022-03-04,1.0,0.0,0.0,6299
1920,1.0,2022-03-05,1.0,0.0,0.0,6299
2277,1.0,2022-03-06,1.0,0.0,0.0,6299
2636,1.0,2022-03-07,1.0,0.0,0.0,6299
2993,1.0,2022-03-08,1.0,0.0,0.0,6299
3347,1.0,2022-03-09,1.0,0.0,0.0,6299
3702,1.0,2022-03-10,1.0,0.0,0.0,6299
4074,0.0,2022-03-11,1.0,0.0,0.0,6299
4428,0.0,2022-03-12,1.0,0.0,0.0,6299
4780,0.0,2022-03-13,1.0,0.0,0.0,6299
5131,0.0,2022-03-14,1.0,0.0,0.0,6299
5487,0.0,2022-03-15,1.0,0.0,0.0,6299
5836,0.0,2022-03-16,1.0,0.0,0.0,6299
6185,0.0,2022-03-17,1.0,0.0,0.0,6299
6545,0.0,2022-03-18,1.0,0.0,0.0,6299
6897,0.0,2022-03-19,1.0,0.0,0.0,6299
7248,0.0,2022-03-20,1.0,0.0,0.0,6299
7601,0.0,2022-03-21,1.0,0.0,0.0,6299
7952,0.0,2022-03-22,1.0,0.0,0.0,6299
8304,0.0,2022-03-23,1.0,0.0,0.0,6299
8656,0.0,2022-03-24,1.0,0.0,0.0,6299
9006,0.0,2022-03-25,1.0,0.0,0.0,6299
9359,0.0,2022-03-26,1.0,0.0,0.0,6299
9710,0.0,2022-03-27,1.0,0.0,0.0,6299
10064,0.0,2022-03-28,1.0,0.0,0.0,6299
10415,0.0,2022-03-29,1.0,0.0,0.0,6299
10765,0.0,2022-03-30,1.0,0.0,0.0,6299
11113,0.0,2022-03-31,1.0,0.0,0.0,6299
11467,0.0,2022-04-01,1.0,0.0,0.0,6299
11814,0.0,2022-04-02,1.0,0.0,0.0,6299
11824,0.0,2022-04-02,1.0,0.0,0.0,6299
12162,0.0,2022-04-03,1.0,0.0,0.0,6299
12510,0.0,2022-04-04,1.0,0.0,0.0,6299
12859,0.0,2022-04-05,1.0,0.0,0.0,6299
13207,0.0,2022-04-06,1.0,0.0,0.0,6299
13556,0.0,2022-04-07,1.0,0.0,0.0,6299
13910,0.0,2022-04-08,1.0,0.0,0.0,6299
14259,0.0,2022-04-09,1.0,0.0,0.0,6299
14615,0.0,2022-04-10,1.0,0.0,0.0,6299
14972,0.0,2022-04-11,1.0,0.0,0.0,6299
15324,0.0,2022-04-12,1.0,0.0,0.0,6299
15681,0.0,2022-04-13,1.0,0.0,0.0,6299
16031,0.0,2022-04-14,1.0,0.0,0.0,6299
16382,0.0,2022-04-15,1.0,0.0,0.0,6299
16730,0.0,2022-04-16,1.0,0.0,0.0,6299
17080,0.0,2022-04-17,1.0,0.0,0.0,6299
17429,0.0,2022-04-18,1.0,0.0,0.0,6299
17780,0.0,2022-04-19,1.0,0.0,0.0,6299
18132,,2022-04-20,1.0,,,6299
18458,1.0,2022-04-21,1.0,,,6299
6183,0.0,2022-03-17,0.0,1.0,0.0,6300
182,,2022-02-28,,,,6302
537,,2022-03-01,,,,6302
892,,2022-03-02,,,,6302
1249,,2022-03-03,,,,6302
1607,,2022-03-04,,,,6302
1967,,2022-03-05,,,,6302
2324,,2022-03-06,,,,6302
2683,,2022-03-07,0.0,0.0,0.0,6302
3040,,2022-03-08,,,,6302
3397,,2022-03-09,,,,6302
3752,,2022-03-10,,,,6302
4104,,2022-03-11,,,,6302
4455,,2022-03-12,,,,6302
4807,,2022-03-13,,,,6302
5158,,2022-03-14,,,,6302
5516,,2022-03-15,,,,6302
5863,,2022-03-16,,,,6302
6215,,2022-03-17,,,,6302
6575,,2022-03-18,,,,6302
6928,,2022-03-19,,,,6302
7279,,2022-03-20,,,,6302
7632,,2022-03-21,,,,6302
7983,,2022-03-22,,,,6302
8331,,2022-03-23,,,,6302
8684,,2022-03-24,,,,6302
9035,,2022-03-25,,,,6302
9388,,2022-03-26,,,,6302
9740,,2022-03-27,,,,6302
10094,,2022-03-28,,,,6302
10443,,2022-03-29,,,,6302
10794,,2022-03-30,,,,6302
11145,,2022-03-31,,,,6302
11496,,2022-04-01,,,,6302
11843,,2022-04-02,,,,6302
12191,,2022-04-03,,,,6302
12539,,2022-04-04,,,,6302
12888,,2022-04-05,,,,6302
13233,,2022-04-06,,,,6302
13583,,2022-04-07,,,,6302
13937,,2022-04-08,,,,6302
14285,,2022-04-09,,,,6302
14643,,2022-04-10,,,,6302
14999,,2022-04-11,,,,6302
15350,,2022-04-12,,,,6302
15707,,2022-04-13,,,,6302
16057,,2022-04-14,,,,6302
16407,,2022-04-15,,,,6302
16755,,2022-04-16,,,,6302
17105,,2022-04-17,,,,6302
17454,,2022-04-18,,,,6302
17805,,2022-04-19,,,,6302
18057,6.0,2022-04-20,,,,6302
18508,,2022-04-21,,,,6302
39,8.0,2022-02-28,6.0,0.0,0.0,6305
393,8.0,2022-03-01,6.0,0.0,0.0,6305
750,8.0,2022-03-02,6.0,0.0,0.0,6305
1137,1.0,2022-03-03,6.0,0.0,0.0,6305
1581,,2022-03-04,1.0,,,6305
1941,,2022-03-05,1.0,,,6305
2296,,2022-03-06,1.0,,,6305
2654,,2022-03-07,1.0,,,6305
3010,,2022-03-08,1.0,,,6305
3365,,2022-03-09,1.0,,,6305
3719,,2022-03-10,1.0,,,6305
4071,,2022-03-11,1.0,,,6305
4425,,2022-03-12,1.0,,,6305
4777,,2022-03-13,1.0,0.0,0.0,6305
5128,,2022-03-14,1.0,0.0,0.0,6305
5485,,2022-03-15,1.0,,,6305
5833,,2022-03-16,1.0,,,6305
6180,,2022-03-17,1.0,,,6305
6542,,2022-03-18,1.0,,,6305
6894,,2022-03-19,1.0,,,6305
7245,,2022-03-20,1.0,,,6305
7598,,2022-03-21,1.0,,,6305
7949,,2022-03-22,1.0,,,6305
8301,,2022-03-23,1.0,,,6305
8653,0.0,2022-03-24,1.0,0.0,0.0,6305
9003,,2022-03-25,1.0,0.0,0.0,6305
9356,,2022-03-26,1.0,0.0,0.0,6305
9707,,2022-03-27,1.0,0.0,0.0,6305
10061,,2022-03-28,1.0,0.0,0.0,6305
10412,0.0,2022-03-29,1.0,0.0,0.0,6305
10762,0.0,2022-03-30,1.0,0.0,0.0,6305
11110,,2022-03-31,1.0,0.0,0.0,6305
11464,,2022-04-01,1.0,0.0,0.0,6305
11811,,2022-04-02,1.0,0.0,0.0,6305
11821,,2022-04-02,1.0,0.0,0.0,6305
12159,,2022-04-03,1.0,0.0,0.0,6305
12507,,2022-04-04,1.0,0.0,0.0,6305
12856,,2022-04-05,1.0,0.0,0.0,6305
13204,,2022-04-06,1.0,0.0,0.0,6305
13553,,2022-04-07,1.0,0.0,0.0,6305
13907,,2022-04-08,1.0,0.0,0.0,6305
14256,0.0,2022-04-09,1.0,0.0,0.0,6305
14612,0.0,2022-04-10,1.0,0.0,0.0,6305
14969,0.0,2022-04-11,1.0,0.0,0.0,6305
15321,0.0,2022-04-12,1.0,0.0,0.0,6305
15678,0.0,2022-04-13,1.0,0.0,0.0,6305
16028,0.0,2022-04-14,1.0,0.0,0.0,6305
16379,0.0,2022-04-15,1.0,0.0,0.0,6305
16727,0.0,2022-04-16,1.0,0.0,0.0,6305
17077,0.0,2022-04-17,1.0,0.0,0.0,6305
17426,,2022-04-18,1.0,0.0,0.0,6305
17777,,2022-04-19,1.0,0.0,0.0,6305
18129,,2022-04-20,1.0,,,6305
18481,,2022-04-21,1.0,,,6305
181,0.0,2022-02-28,0.0,0.0,0.0,6307
536,0.0,2022-03-01,0.0,0.0,0.0,6307
890,0.0,2022-03-02,0.0,0.0,0.0,6307
1247,0.0,2022-03-03,0.0,0.0,0.0,6307
1605,0.0,2022-03-04,0.0,0.0,0.0,6307
1965,0.0,2022-03-05,0.0,0.0,0.0,6307
2322,0.0,2022-03-06,0.0,0.0,0.0,6307
2681,0.0,2022-03-07,0.0,0.0,0.0,6307
3038,0.0,2022-03-08,0.0,0.0,0.0,6307
3396,0.0,2022-03-09,0.0,0.0,0.0,6307
3751,,2022-03-10,,,,6307
4103,,2022-03-11,,,,6307
4454,,2022-03-12,,,,6307
4806,,2022-03-13,,,,6307
5157,,2022-03-14,,,,6307
5514,,2022-03-15,,,,6307
5861,,2022-03-16,,,,6307
6213,,2022-03-17,,,,6307
6573,,2022-03-18,,,,6307
6926,,2022-03-19,,,,6307
7277,,2022-03-20,,,,6307
7630,,2022-03-21,,,,6307
7982,,2022-03-22,,,,6307
8330,,2022-03-23,,,,6307
8683,,2022-03-24,,,,6307
9034,,2022-03-25,,,,6307
9387,,2022-03-26,,,,6307
9739,,2022-03-27,,,,6307
10093,,2022-03-28,,,,6307
10442,,2022-03-29,,,,6307
10793,,2022-03-30,,,,6307
11144,,2022-03-31,,,,6307
11495,,2022-04-01,,,,6307
11842,,2022-04-02,,,,6307
12190,,2022-04-03,,,,6307
12538,,2022-04-04,,,,6307
12887,,2022-04-05,,,,6307
13232,,2022-04-06,,,,6307
13581,,2022-04-07,,,,6307
13935,,2022-04-08,,,,6307
14284,,2022-04-09,,,,6307
14641,,2022-04-10,,,,6307
14997,,2022-04-11,,,,6307
15349,,2022-04-12,,,,6307
15706,,2022-04-13,,,,6307
16056,,2022-04-14,,,,6307
16406,,2022-04-15,,,,6307
16754,,2022-04-16,,,,6307
17104,,2022-04-17,,,,6307
17453,,2022-04-18,,,,6307
17804,,2022-04-19,,,,6307
18157,,2022-04-20,,,,6307
18507,,2022-04-21,,,,6307
179,0.0,2022-02-28,0.0,0.0,0.0,6308
534,0.0,2022-03-01,0.0,0.0,0.0,6308
889,0.0,2022-03-02,0.0,0.0,0.0,6308
1246,0.0,2022-03-03,0.0,0.0,0.0,6308
1604,0.0,2022-03-04,0.0,0.0,0.0,6308
1937,1.0,2022-03-05,,,,6308
2292,1.0,2022-03-06,,,,6308
2652,1.0,2022-03-07,,,,6308
3037,,2022-03-08,,,,6308
3394,0.0,2022-03-09,0.0,0.0,0.0,6308
3749,0.0,2022-03-10,0.0,0.0,0.0,6308
3985,10.0,2022-03-11,1.0,,,6308
4336,10.0,2022-03-12,1.0,,,6308
4688,10.0,2022-03-13,1.0,,,6308
5039,10.0,2022-03-14,1.0,,,6308
5393,10.0,2022-03-15,1.0,,,6308
5739,10.0,2022-03-16,1.0,0.0,0.0,6308
6088,10.0,2022-03-17,1.0,,,6308
6445,10.0,2022-03-18,1.0,,,6308
6798,10.0,2022-03-19,1.0,,,6308
7150,10.0,2022-03-20,1.0,,,6308
7503,10.0,2022-03-21,1.0,,,6308
7855,10.0,2022-03-22,1.0,,,6308
8209,10.0,2022-03-23,1.0,,,6308
8561,10.0,2022-03-24,1.0,,,6308
8911,10.0,2022-03-25,1.0,,,6308
9266,10.0,2022-03-26,1.0,,,6308
9619,10.0,2022-03-27,1.0,,,6308
9973,10.0,2022-03-28,1.0,,,6308
10328,10.0,2022-03-29,1.0,,,6308
10680,10.0,2022-03-30,1.0,,,6308
11033,10.0,2022-03-31,1.0,,,6308
11383,10.0,2022-04-01,1.0,,,6308
11732,10.0,2022-04-02,1.0,,,6308
12079,10.0,2022-04-03,1.0,,,6308
12427,10.0,2022-04-04,1.0,,,6308
12774,10.0,2022-04-05,1.0,,,6308
13118,10.0,2022-04-06,1.0,,,6308
13469,10.0,2022-04-07,1.0,,,6308
13824,10.0,2022-04-08,1.0,,,6308
14176,10.0,2022-04-09,1.0,,,6308
14531,10.0,2022-04-10,1.0,,,6308
14888,10.0,2022-04-11,1.0,,,6308
15242,10.0,2022-04-12,1.0,,,6308
15598,10.0,2022-04-13,1.0,,,6308
15948,10.0,2022-04-14,1.0,,,6308
16296,10.0,2022-04-15,1.0,,,6308
16647,10.0,2022-04-16,1.0,,,6308
16997,10.0,2022-04-17,1.0,,,6308
17347,10.0,2022-04-18,1.0,,,6308
17698,10.0,2022-04-19,1.0,,,6308
18050,10.0,2022-04-20,1.0,,,6308
18400,10.0,2022-04-21,1.0,,,6308
136,1.0,2022-02-28,1.0,0.0,0.0,6316
491,1.0,2022-03-01,1.0,0.0,0.0,6316
863,0.0,2022-03-02,1.0,0.0,0.0,6316
1220,0.0,2022-03-03,1.0,0.0,0.0,6316
1576,0.0,2022-03-04,1.0,0.0,0.0,6316
1935,0.0,2022-03-05,1.0,0.0,0.0,6316
2290,0.0,2022-03-06,1.0,0.0,0.0,6316
2650,0.0,2022-03-07,1.0,0.0,0.0,6316
3007,0.0,2022-03-08,1.0,0.0,0.0,6316
3361,0.0,2022-03-09,1.0,0.0,0.0,6316
3714,0.0,2022-03-10,1.0,0.0,0.0,6316
4066,0.0,2022-03-11,1.0,0.0,0.0,6316
4420,0.0,2022-03-12,1.0,0.0,0.0,6316
4772,0.0,2022-03-13,1.0,0.0,0.0,6316
5123,0.0,2022-03-14,1.0,0.0,0.0,6316
5482,0.0,2022-03-15,1.0,0.0,0.0,6316
5830,0.0,2022-03-16,1.0,0.0,0.0,6316
6176,0.0,2022-03-17,1.0,0.0,0.0,6316
6538,0.0,2022-03-18,1.0,0.0,0.0,6316
6890,0.0,2022-03-19,1.0,0.0,0.0,6316
7241,,2022-03-20,1.0,,,6316
7594,,2022-03-21,1.0,,,6316
7944,,2022-03-22,1.0,,,6316
8297,,2022-03-23,1.0,,,6316
8650,,2022-03-24,1.0,,,6316
8998,,2022-03-25,1.0,,,6316
9352,,2022-03-26,1.0,,,6316
9703,,2022-03-27,1.0,,,6316
10057,,2022-03-28,1.0,,,6316
10409,,2022-03-29,1.0,,,6316
10759,,2022-03-30,1.0,,,6316
11107,,2022-03-31,1.0,,,6316
11461,0.0,2022-04-01,1.0,0.0,0.0,6316
11808,0.0,2022-04-02,1.0,0.0,0.0,6316
11818,0.0,2022-04-02,1.0,0.0,0.0,6316
12156,0.0,2022-04-03,1.0,0.0,0.0,6316
12504,0.0,2022-04-04,1.0,0.0,0.0,6316
12852,,2022-04-05,1.0,,,6316
13199,,2022-04-06,1.0,,,6316
13550,,2022-04-07,1.0,,,6316
13904,,2022-04-08,1.0,,,6316
14254,,2022-04-09,1.0,,,6316
14609,,2022-04-10,1.0,,,6316
14966,,2022-04-11,1.0,,,6316
